"35535","1","12","2","1","45.57","38.83","0.33","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35536","1","12","1","2","45.90","38.50","1.74","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35537","6","11","4","0","44.72","38.03","0.50","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35538","8","6","2","1","40.99","45.22","1.42","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35539","1","12","1","2","44.16","40.24","1.39","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35540","10","12","3","1","41.25","41.63","1.04","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35541","10","1","3","1","42.29","42.77","1.05","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35542","1","10","1","0","41.72","43.34","1.16","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35543","1","5","7","1","42.88","37.01","0.62","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35544","1","10","3","1","43.50","42.18","0.87","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35545","1","4","4","0","44.37","43.30","1.34","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35546","1","4","2","2","45.71","41.96","0.38","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35547","4","6","1","0","42.34","43.80","1.15","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35548","4","6","2","1","43.49","42.65","0.92","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35549","4","8","3","2","44.41","42.41","0.80","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35550","8","4","3","1","41.61","45.21","1.36","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35551","8","4","3","1","42.97","43.85","1.09","2018-11-24 21:58:41","2018-11-24 21:58:41"
